Entry	Entry name	Protein names	Domain [FT]
Q6L8H2	KRA53_HUMAN	Keratin-associated protein 5-3 (Keratin-associated protein 5-9) (Keratin-associated protein 5.3) (Keratin-associated protein 5.9) (UHS KerB-like) (Ultrahigh sulfur keratin-associated protein 5.3)	
Q6ZNG9	KRBA2_HUMAN	KRAB-A domain-containing protein 2	DOMAIN 36..117;  /note="KRAB"; DOMAIN 247..415;  /note="Integrase catalytic";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"
P48544	KCNJ5_HUMAN	G protein-activated inward rectifier potassium channel 4 (GIRK-4) (Cardiac inward rectifier) (CIR) (Heart KATP channel) (Inward rectifier K(+) channel Kir3.4) (IRK-4) (KATP-1) (Potassium channel, inwardly rectifying subfamily J member 5)	
Q96PB8	LRC3B_HUMAN	Leucine-rich repeat-containing protein 3B (Leucine-rich repeat protein LRP15)	DOMAIN 34..64;  /note="LRRNT"; DOMAIN 145..197;  /note="LRRCT"
Q6ZSA7	LRC55_HUMAN	Leucine-rich repeat-containing protein 55 (BK channel auxiliary gamma subunit LRRC55)	DOMAIN 35..65;  /note="LRRNT"; DOMAIN 196..251;  /note="LRRCT"
Q92952	KCNN1_HUMAN	Small conductance calcium-activated potassium channel protein 1 (SK1) (SKCa 1) (SKCa1) (KCa2.1)	
P56696	KCNQ4_HUMAN	Potassium voltage-gated channel subfamily KQT member 4 (KQT-like 4) (Potassium channel subunit alpha KvLQT4) (Voltage-gated potassium channel subunit Kv7.4)	
O15165	LRAD4_HUMAN	Low-density lipoprotein receptor class A domain-containing protein 4	DOMAIN 16..48;  /note="LDL-receptor class A";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"
P55795	HNRH2_HUMAN	Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (FTP-3) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]	DOMAIN 11..90;  /note="RRM 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00176"; DOMAIN 111..188;  /note="RRM 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00176"; DOMAIN 289..364;  /note="RRM 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00176"
Q5VT99	LRC38_HUMAN	Leucine-rich repeat-containing protein 38 (BK channel auxiliary gamma subunit LRRC38)	DOMAIN 28..56;  /note="LRRNT"; DOMAIN 186..241;  /note="LRRCT"
Q96AG4	LRC59_HUMAN	Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34) [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]	
Q8N5I3	KCNRG_HUMAN	Potassium channel regulatory protein (Potassium channel regulator) (Protein CLLD4)	DOMAIN 5..106;  /note="BTB"
Q4VXA5	KHDC1_HUMAN	KH homology domain-containing protein 1	DOMAIN 96..155;  /note="KH; atypical"
P37235	HPCL1_HUMAN	Hippocalcin-like protein 1 (Calcium-binding protein BDR-1) (HLP2) (Visinin-like protein 3) (VILIP-3)	DOMAIN 23..58;  /note="EF-hand 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 60..95;  /note="EF-hand 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 96..131;  /note="EF-hand 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 144..179;  /note="EF-hand 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"
Q07666	KHDR1_HUMAN	KH domain-containing, RNA-binding, signal transduction-associated protein 1 (GAP-associated tyrosine phosphoprotein p62) (Src-associated in mitosis 68 kDa protein) (Sam68) (p21 Ras GTPase-activating protein-associated p62) (p68)	DOMAIN 171..197;  /note="KH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00117"
Q9H1H9	KI13A_HUMAN	Kinesin-like protein KIF13A (Kinesin-like protein RBKIN)	DOMAIN 5..352;  /note="Kinesin motor";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00283"; DOMAIN 469..519;  /note="FHA"
P23610	HAP40_HUMAN	40-kDa huntingtin-associated protein (HAP40) (CpG island protein) (Factor VIII intron 22 protein)	
Q5VYJ5	MALR1_HUMAN	MAM and LDL-receptor class A domain-containing protein 1	DOMAIN 33..68;  /note="LDL-receptor class A 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 71..229;  /note="MAM 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00128"; DOMAIN 268..427;  /note="MAM 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00128"; DOMAIN 433..471;  /note="LDL-receptor class A 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 474..637;  /note="MAM 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00128"; DOMAIN 652..816;  /note="MAM 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00128"; DOMAIN 822..860;  /note="LDL-receptor class A 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 863..1024;  /note="MAM 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00128"; DOMAIN 1049..1086;  /note="LDL-receptor class A 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 1088..1256;  /note="MAM 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00128"; DOMAIN 1263..1301;  /note="LDL-receptor class A 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 1305..1465;  /note="MAM 7";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00128"; DOMAIN 1482..1518;  /note="LDL-receptor class A 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 1519..1676;  /note="MAM 8";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00128"; DOMAIN 1683..1720;  /note="LDL-receptor class A 7";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 1727..1892;  /note="MAM 9";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00128"; DOMAIN 1902..1939;  /note="LDL-receptor class A 8";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 1946..1982;  /note="LDL-receptor class A 9";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 1985..2023;  /note="LDL-receptor class A 10";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 2024..2057;  /note="EGF-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"
O14929	HAT1_HUMAN	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1)	
Q32MZ4	LRRF1_HUMAN	Leucine-rich repeat flightless-interacting protein 1 (LRR FLII-interacting protein 1) (GC-binding factor 2) (TAR RNA-interacting protein)	
Q76NI1	KNDC1_HUMAN	Kinase non-catalytic C-lobe domain-containing protein 1 (KIND domain-containing protein 1) (Cerebral protein 9) (Protein very KIND) (v-KIND) (Ras-GEF domain-containing family member 2)	DOMAIN 37..217;  /note="KIND 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00709"; DOMAIN 444..608;  /note="KIND 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00709"; DOMAIN 1246..1371;  /note="N-terminal Ras-GEF";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00135"; DOMAIN 1468..1719;  /note="Ras-GEF";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00168"
Q9UHC7	MKRN1_HUMAN	E3 ubiquitin-protein ligase makorin-1 (EC 2.3.2.27) (RING finger protein 61) (RING-type E3 ubiquitin transferase makorin-1)	
Q9UL63	MKLN1_HUMAN	Muskelin	DOMAIN 172..204;  /note="LisH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00126"; DOMAIN 206..258;  /note="CTLH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00058"
Q96A32	MLRS_HUMAN	Myosin regulatory light chain 2, skeletal muscle isoform (Fast skeletal myosin light chain 2) (MLC2B)	DOMAIN 25..60;  /note="EF-hand 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 95..130;  /note="EF-hand 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 131..166;  /note="EF-hand 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"
Q96P70	IPO9_HUMAN	Importin-9 (Imp9) (Ran-binding protein 9) (RanBP9)	DOMAIN 43..119;  /note="Importin N-terminal";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00115"
P51617	IRAK1_HUMAN	Interleukin-1 receptor-associated kinase 1 (IRAK-1) (EC 2.7.11.1)	DOMAIN 27..106;  /note="Death"; DOMAIN 212..521;  /note="Protein kinase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P41236	IPP2_HUMAN	Protein phosphatase inhibitor 2 (IPP-2)	
Q9UI26	IPO11_HUMAN	Importin-11 (Imp11) (Ran-binding protein 11) (RanBP11)	DOMAIN 28..100;  /note="Importin N-terminal";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00115"
Q96BD5	PF21A_HUMAN	PHD finger protein 21A (BHC80a) (BRAF35-HDAC complex protein BHC80)	
Q9H093	NUAK2_HUMAN	NUAK family SNF1-like kinase 2 (EC 2.7.11.1) (Omphalocele kinase 2) (SNF1/AMP kinase-related kinase) (SNARK)	DOMAIN 53..303;  /note="Protein kinase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
Q02818	NUCB1_HUMAN	Nucleobindin-1 (CALNUC)	DOMAIN 240..275;  /note="EF-hand 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 292..327;  /note="EF-hand 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"
Q8WZ82	OVCA2_HUMAN	Esterase OVCA2 (EC 3.1.2.-) (Ovarian cancer-associated gene 2 protein)	
Q9BY77	PDIP3_HUMAN	Polymerase delta-interacting protein 3 (46 kDa DNA polymerase delta interaction protein) (p46) (S6K1 Aly/REF-like target) (SKAR)	DOMAIN 280..351;  /note="RRM";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00176"
O43613	OX1R_HUMAN	Orexin receptor type 1 (Ox-1-R) (Ox1-R) (Ox1R) (Hypocretin receptor type 1)	
P15863	PAX1_HUMAN	Paired box protein Pax-1 (HuP48)	
Q15198	PGFRL_HUMAN	Platelet-derived growth factor receptor-like protein (PDGFR-like protein) (PDGF receptor beta-like tumor suppressor)	DOMAIN 62..159;  /note="Ig-like C2-type 1"; DOMAIN 272..375;  /note="Ig-like C2-type 2"
Q9NX24	NHP2_HUMAN	H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2) (snoRNP protein NHP2)	
Q99489	OXDD_HUMAN	D-aspartate oxidase (DASOX) (DDO) (EC 1.4.3.1)	
Q8NBF2	NHLC2_HUMAN	NHL repeat-containing protein 2	DOMAIN 43..200;  /note="Thioredoxin";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00691"
P49023	PAXI_HUMAN	Paxillin	DOMAIN 356..415;  /note="LIM zinc-binding 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00125"; DOMAIN 416..473;  /note="LIM zinc-binding 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00125"; DOMAIN 474..533;  /note="LIM zinc-binding 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00125"; DOMAIN 534..591;  /note="LIM zinc-binding 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00125"
P58294	PROK1_HUMAN	Prokineticin-1 (Endocrine-gland-derived vascular endothelial growth factor) (EG-VEGF) (Mambakine)	
O14745	NHRF1_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	DOMAIN 14..94;  /note="PDZ 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00143"; DOMAIN 154..234;  /note="PDZ 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00143"
Q99935	PROL1_HUMAN	Opiorphin prepropeptide (Basic proline-rich lacrimal protein) (Proline-rich protein 1) (PRL1) [Cleaved into: Opiorphin]	
P07205	PGK2_HUMAN	Phosphoglycerate kinase 2 (EC 2.7.2.3) (Phosphoglycerate kinase, testis specific)	
Q5SYE7	NHSL1_HUMAN	NHS-like protein 1	
A6NNC1	P12LL_HUMAN	Putative POM121-like protein 1-like	
P14543	NID1_HUMAN	Nidogen-1 (NID-1) (Entactin)	DOMAIN 106..268;  /note="NIDO";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00570"; DOMAIN 386..426;  /note="EGF-like 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"; DOMAIN 430..667;  /note="Nidogen G2 beta-barrel";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00348"; DOMAIN 668..709;  /note="EGF-like 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"; DOMAIN 710..751;  /note="EGF-like 3; calcium-binding";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"; DOMAIN 758..801;  /note="EGF-like 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"; DOMAIN 802..840;  /note="EGF-like 5; calcium-binding";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"; DOMAIN 846..919;  /note="Thyroglobulin type-1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00500"; DOMAIN 1208..1244;  /note="EGF-like 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00076"
Q92620	PRP16_HUMAN	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 (EC 3.6.4.13) (ATP-dependent RNA helicase DHX38) (DEAH box protein 38)	DOMAIN 542..705;  /note="Helicase ATP-binding";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00541"; DOMAIN 727..902;  /note="Helicase C-terminal";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00542"
P0DMB1	P23D2_HUMAN	Proline-rich protein 23D2	
Q96AQ6	PBIP1_HUMAN	Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein)	
O94906	PRP6_HUMAN	Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)	
Q8N159	NAGS_HUMAN	N-acetylglutamate synthase, mitochondrial (EC 2.3.1.1) (Amino-acid acetyltransferase) [Cleaved into: N-acetylglutamate synthase long form; N-acetylglutamate synthase short form; N-acetylglutamate synthase conserved domain form]	DOMAIN 375..526;  /note="N-acetyltransferase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00532"
Q9Y466	NR2E1_HUMAN	Nuclear receptor subfamily 2 group E member 1 (Nuclear receptor TLX) (Protein tailless homolog) (Tll) (hTll)	DOMAIN 155..383;  /note="NR LBD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01189"
P23942	PRPH2_HUMAN	Peripherin-2 (Retinal degeneration slow protein) (Tetraspanin-22) (Tspan-22)	
P40424	PBX1_HUMAN	Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1) (Homeobox protein PRL)	
Q9Y5P8	P2R3B_HUMAN	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta (PP2A subunit B isoform PR48) (Protein phosphatase 2A 48 kDa regulatory subunit)	DOMAIN 388..423;  /note="EF-hand";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"
Q96M27	PRRC1_HUMAN	Protein PRRC1 (Proline-rich and coiled-coil-containing protein 1)	
P62333	PRS10_HUMAN	26S proteasome regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6) (Proteasome subunit p42)	
Q8IY84	NIM1_HUMAN	Serine/threonine-protein kinase NIM1 (EC 2.7.11.1) (NIM1 serine/threonine-protein kinase)	DOMAIN 74..325;  /note="Protein kinase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P05165	PCCA_HUMAN	Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCase subunit alpha) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit alpha)	DOMAIN 62..509;  /note="Biotin carboxylation";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00969"; DOMAIN 181..378;  /note="ATP-grasp";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00409"; DOMAIN 653..728;  /note="Biotinyl-binding";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01066"
A8MTI9	PRS47_HUMAN	Putative serine protease 47 (EC 3.4.21.-)	DOMAIN 81..323;  /note="Peptidase S1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00274"
Q9Y5I1	PCDAB_HUMAN	Protocadherin alpha-11 (PCDH-alpha-11)	DOMAIN 30..133;  /note="Cadherin 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 157..242;  /note="Cadherin 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 243..349;  /note="Cadherin 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 350..454;  /note="Cadherin 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 455..564;  /note="Cadherin 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 580..677;  /note="Cadherin 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"
Q8IVL5	P3H2_HUMAN	Prolyl 3-hydroxylase 2 (EC 1.14.11.7) (Leprecan-like protein 1) (Myxoid liposarcoma-associated protein 4)	DOMAIN 557..671;  /note="Fe2OG dioxygenase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00805"
Q9Y5F8	PCDGJ_HUMAN	Protocadherin gamma-B7 (PCDH-gamma-B7)	DOMAIN 31..133;  /note="Cadherin 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 134..242;  /note="Cadherin 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 243..347;  /note="Cadherin 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 348..452;  /note="Cadherin 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 453..562;  /note="Cadherin 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 570..675;  /note="Cadherin 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"
Q9Y5I2	PCDAA_HUMAN	Protocadherin alpha-10 (PCDH-alpha-10)	DOMAIN 29..132;  /note="Cadherin 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 133..241;  /note="Cadherin 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 242..349;  /note="Cadherin 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 350..454;  /note="Cadherin 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 455..564;  /note="Cadherin 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 587..689;  /note="Cadherin 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"
Q4KMZ8	NKAI1_HUMAN	Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 1 (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein 1) (Protein FAM77C)	
P26715	NKG2A_HUMAN	NKG2-A/NKG2-B type II integral membrane protein (CD159 antigen-like family member A) (NK cell receptor A) (NKG2-A/B-activating NK receptor) (CD antigen CD159a)	DOMAIN 118..231;  /note="C-type lectin";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00040"
Q8TCG2	P4K2B_HUMAN	Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta) (PI4KII-BETA)	DOMAIN 129..436;  /note="PI3K/PI4K"
Q9UD57	NKX12_HUMAN	NK1 transcription factor-related protein 2 (Homeobox protein SAX-1) (NKX-1.1)	
O60245	PCDH7_HUMAN	Protocadherin-7 (Brain-heart protocadherin) (BH-Pcdh)	DOMAIN 29..143;  /note="Cadherin 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 144..308;  /note="Cadherin 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 309..415;  /note="Cadherin 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 424..535;  /note="Cadherin 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 536..639;  /note="Cadherin 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 640..742;  /note="Cadherin 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 745..862;  /note="Cadherin 7";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"
Q9BYE7	PCGF6_HUMAN	Polycomb group RING finger protein 6 (Mel18 and Bmi1-like RING finger) (RING finger protein 134)	
Q86WR7	PRSR2_HUMAN	Proline and serine-rich protein 2	
Q9Y6V0	PCLO_HUMAN	Protein piccolo (Aczonin)	DOMAIN 4496..4590;  /note="PDZ"; DOMAIN 4677..4807;  /note="C2 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; DOMAIN 5011..5116;  /note="C2 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"
P25788	PSA3_HUMAN	Proteasome subunit alpha type-3 (EC 3.4.25.1) (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8)	
Q9GZU2	PEG3_HUMAN	Paternally-expressed gene 3 protein (Zinc finger and SCAN domain-containing protein 24)	DOMAIN 46..128;  /note="SCAN box";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00187"
A6NKB5	PCX2_HUMAN	Pecanex-like protein 2 (Pecanex homolog protein 2)	
O15432	COPT2_HUMAN	Probable low affinity copper uptake protein 2 (Copper transporter 2) (hCTR2) (Solute carrier family 31 member 2)	
O14815	CAN9_HUMAN	Calpain-9 (EC 3.4.22.-) (Digestive tract-specific calpain) (New calpain 4) (nCL-4) (Protein CG36)	DOMAIN 42..337;  /note="Calpain catalytic";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00239"; DOMAIN 518..552;  /note="EF-hand 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 561..594;  /note="EF-hand 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 591..626;  /note="EF-hand 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"
Q52M75	CE027_HUMAN	Putative uncharacterized protein encoded by LINC01554 (Protein FIS)	
P43234	CATO_HUMAN	Cathepsin O (EC 3.4.22.42)	
O60218	AK1BA_HUMAN	Aldo-keto reductase family 1 member B10 (EC 1.1.1.300) (EC 1.1.1.54) (ARL-1) (Aldose reductase-like) (Aldose reductase-related protein) (ARP) (hARP) (Small intestine reductase) (SI reductase)	
Q9UBF2	COPG2_HUMAN	Coatomer subunit gamma-2 (Gamma-2-coat protein) (Gamma-2-COP)	
Q495B1	AKD1A_HUMAN	Ankyrin repeat and death domain-containing protein 1A	DOMAIN 413..501;  /note="Death";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00064"
P59827	BPIB4_HUMAN	BPI fold-containing family B member 4 (Ligand-binding protein RY2G5) (Long palate, lung and nasal epithelium carcinoma-associated protein 4)	
P40121	CAPG_HUMAN	Macrophage-capping protein (Actin regulatory protein CAP-G)	
Q9Y2D5	AKAP2_HUMAN	A-kinase anchor protein 2 (AKAP-2) (AKAP-KL) (Protein kinase A-anchoring protein 2) (PRKA2)	
P57737	CORO7_HUMAN	Coronin-7 (Crn7) (70 kDa WD repeat tumor rejection antigen homolog)	
P46736	BRCC3_HUMAN	Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)	DOMAIN 12..179;  /note="MPN";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01182"
P47895	AL1A3_HUMAN	Aldehyde dehydrogenase family 1 member A3 (EC 1.2.1.36) (Aldehyde dehydrogenase 6) (Retinaldehyde dehydrogenase 3) (RALDH-3) (RalDH3)	
P08217	CEL2A_HUMAN	Chymotrypsin-like elastase family member 2A (EC 3.4.21.71) (Elastase-2A)	DOMAIN 29..267;  /note="Peptidase S1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00274"
P0DN79	CBSL_HUMAN	Cystathionine beta-synthase-like protein (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase)	DOMAIN 418..476;  /note="CBS";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"
Q5JPI3	CC038_HUMAN	Uncharacterized protein C3orf38	
Q8ND23	CARL3_HUMAN	Capping protein, Arp2/3 and myosin-I linker protein 3 (Capping protein regulator and myosin 1 linker protein 3) (Leucine-rich repeat-containing protein 16B)	
P14384	CBPM_HUMAN	Carboxypeptidase M (CPM) (EC 3.4.17.12)	
Q96NH3	BROMI_HUMAN	Protein broad-minded (TBC1 domain family member 32)	DOMAIN 1119..1242;  /note="Rab-GAP TBC"
Q9Y6Z2	CF123_HUMAN	Uncharacterized protein encoded by LINC01558 (Protein HGC6.2)	
Q9NSP4	CENPM_HUMAN	Centromere protein M (CENP-M) (Interphase centromere complex protein 39) (Proliferation-associated nuclear element protein 1)	
Q5U5Z8	CBPC2_HUMAN	Cytosolic carboxypeptidase 2 (EC 3.4.17.-) (ATP/GTP-binding protein-like 2)	
Q9Y646	CBPQ_HUMAN	Carboxypeptidase Q (EC 3.4.17.-) (Lysosomal dipeptidase) (Plasma glutamate carboxypeptidase)	
Q8NCU4	CC191_HUMAN	Coiled-coil domain-containing protein 191	
A1A4V9	CC189_HUMAN	Coiled-coil domain-containing protein 189	
P0C7W6	CC172_HUMAN	Coiled-coil domain-containing protein 172	
Q6ZW13	CP086_HUMAN	Uncharacterized protein C16orf86	
O95450	ATS2_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 2 (ADAM-TS 2) (ADAM-TS2) (ADAMTS-2) (EC 3.4.24.14) (Procollagen I N-proteinase) (PC I-NP) (Procollagen I/II amino propeptide-processing enzyme) (Procollagen N-endopeptidase) (pNPI)	DOMAIN 266..470;  /note="Peptidase M12B";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00276"; DOMAIN 480..560;  /note="Disintegrin"; DOMAIN 561..616;  /note="TSP type-1 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 854..912;  /note="TSP type-1 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 914..971;  /note="TSP type-1 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 975..1029;  /note="TSP type-1 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"; DOMAIN 1059..1097;  /note="PLAC";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00233"
Q8NDY6	BHE23_HUMAN	Class E basic helix-loop-helix protein 23 (bHLHe23) (Class B basic helix-loop-helix protein 4) (bHLHb4)	DOMAIN 100..154;  /note="bHLH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00981"
Q6RW13	ATRAP_HUMAN	Type-1 angiotensin II receptor-associated protein (AT1 receptor-associated protein)	
